,Q1,Q2,Q3,Q4,Q5,Q6,Q25
1135,31,Man,Japan,2,Data Analyst,4,8641
1136,60,Man,USA,5,Machine Learning Engineer,25,295092
1137,35,Man,Japan,2,Program/Project Manager,10,10406
1138,27,Man,China,4,Software Engineer,10,2336
1139,28,Man,USA,3,Product Manager,3,153786
1140,57,Woman,USA,5,Other,0.5,265206
1141,30,Man,USA,4,Software Engineer,4,97266
1142,30,Man,South Korea,3,Other,4,72298
1143,28,Man,China,0,Machine Learning Engineer,5,24092
1144,28,Woman,China,4,Data Analyst,7,6171
1145,56,Man,USA,2,Data Engineer,20,151102
1146,47,Man,USA,5,Data Scientist,24,837981
1147,37,Man,USA,3,Machine Learning Engineer,6,159016
1148,47,Man,USA,4,Software Engineer,14,97648
1149,46,Man,South Korea,4,Data Analyst,13,112496
1150,31,Man,Japan,4,Software Engineer,9,62669
1151,23,Prefer not to say,China,0,Data Analyst,3,88
1152,29,Woman,USA,4,Software Engineer,3,94427
1153,35,Woman,USA,3,Data Analyst,0.5,32880
1154,59,Woman,USA,5,Data Analyst,3,93202
1155,49,Man,USA,4,Other,29,267473
1156,35,Woman,USA,5,Data Analyst,11,447690
1157,28,Man,China,4,Data Scientist,1,38731
1158,38,Man,South Korea,4,Data Scientist,0.5,7217
1159,31,Woman,USA,5,Product Manager,6,181378
1160,60,Man,USA,4,Data Engineer,23,182785
1161,22,Man,USA,3,Business Analyst,1,53283
1162,37,Man,Japan,5,Research Scientist,11,54858
1163,43,Man,South Korea,5,Machine Learning Engineer,0.5,83003
1164,27,Woman,USA,4,Data Analyst,3,61540
1165,66,Woman,USA,4,Other,0,135743
1166,29,Man,USA,4,Research Scientist,4,27640
1167,48,Man,USA,4,Program/Project Manager,5,226399
1168,30,Man,Japan,1,Research Scientist,0.5,59122
1169,26,Man,USA,4,Machine Learning Engineer,10,150104
1170,28,Woman,USA,4,Data Analyst,8,98061
1171,41,Woman,South Korea,5,Research Scientist,3,64323
1172,23,Man,Japan,3,Software Engineer,0.5,34950
1173,26,Woman,USA,3,Other,0.5,39466
1174,51,Man,USA,4,Software Engineer,27,102667
1175,66,Woman,USA,2,Data Analyst,0,39197
1176,28,Man,Japan,4,Data Scientist,5,632
1177,24,Man,USA,3,Software Engineer,5,82750
1178,31,Man,USA,4,Data Analyst,4,111524
1179,33,Man,China,4,Software Engineer,15,4435
1180,41,Man,USA,5,Other,19,98018
1181,29,Man,Japan,3,Other,1,32706
1182,32,Man,China,4,Other,0,7975
1183,24,Man,China,4,Machine Learning Engineer,1,33708
1184,30,Man,South Korea,3,Software Engineer,9,71950
1185,51,Man,USA,2,Software Engineer,28,588952
1186,26,Prefer to self-describe,USA,4,Data Scientist,2,119842
1187,59,Man,USA,2,Other,26,93584
1188,35,Man,China,4,Data Engineer,7,150120
1189,33,Woman,USA,4,Program/Project Manager,0.5,78986
1190,49,Man,Japan,5,Program/Project Manager,23,113442
1191,38,Man,USA,5,Research Scientist,0.5,3855
1192,33,Man,USA,4,Data Scientist,7,227152
1193,66,Man,USA,4,DBA/Database Engineer,22,122240
1194,29,Man,USA,2,Other,2,60692
1195,27,Man,USA,4,Other,17,96779
1196,23,Man,USA,3,Software Engineer,1,115792
1197,54,Man,Japan,3,Software Engineer,28,9393
1198,41,Man,Japan,4,Software Engineer,18,99632
1199,31,Man,USA,5,Research Scientist,3,23959
1200,22,Man,USA,3,Data Scientist,1,180034
1201,61,Man,USA,4,Data Scientist,22,143790
1202,26,Man,USA,4,Data Analyst,2,5297
1203,33,Woman,USA,4,Data Scientist,18,112618
1204,29,Man,China,4,Research Scientist,5,43335
1205,26,Man,China,5,Product Manager,2,679
1206,42,Man,USA,3,Program/Project Manager,0,66479
1207,37,Man,USA,5,Software Engineer,20,115187
1208,63,Man,USA,3,Machine Learning Engineer,28,188264
1209,37,Man,USA,3,Other,0.5,66395
1210,31,Man,USA,2,Other,0.5,43707
1211,36,Man,USA,3,Data Analyst,5,196
1212,57,Man,USA,5,Other,20,370637
1213,57,Man,USA,4,Other,2,2019
1214,66,Man,USA,2,Software Engineer,27,135724
1215,40,Man,USA,5,Data Scientist,18,166902
1216,59,Man,USA,3,Data Engineer,25,884
1217,27,Woman,Japan,0,Other,0.5,5129
1218,44,Man,Japan,5,Research Scientist,10,70553
1219,60,Man,USA,4,Other,11,272713
1220,48,Man,USA,3,Data Scientist,12,159386
1221,53,Man,USA,5,Research Scientist,15,65187
1222,22,Man,USA,3,Business Analyst,5,93466
1223,53,Woman,USA,5,Software Engineer,7,126638
1224,69,Man,Japan,3,Software Engineer,0.5,60917
1225,27,Man,China,3,Software Engineer,3,13792
1226,25,Man,China,3,Data Engineer,9,1468
1227,36,Man,USA,4,Software Engineer,17,148172
1228,66,Prefer not to say,USA,5,Other,5,149360
1229,50,Man,Japan,4,Data Scientist,26,99052
1230,50,Man,USA,5,Research Scientist,4,423
1231,28,Man,USA,4,Software Engineer,2,86840
1232,22,Man,China,3,Data Analyst,4,916
1233,51,Man,South Korea,5,Program/Project Manager,2,947
1234,54,Man,Japan,0,Other,22,2818
1235,36,Woman,USA,5,Statistician,16,21816
1236,32,Man,USA,4,Product Manager,8,58872
1237,47,Man,USA,4,Software Engineer,26,156277
1238,50,Man,USA,3,Other,0,51791
1239,64,Man,USA,4,Data Scientist,23,153967
1240,23,Nonbinary,USA,2,Other,0.5,43959
1241,25,Man,South Korea,4,Machine Learning Engineer,1,25873
1242,24,Man,USA,4,Data Analyst,2,82524
1243,44,Woman,USA,4,Data Analyst,5,72865
1244,25,Man,Japan,5,Data Scientist,0.5,48846
1245,69,Man,Japan,2,Software Engineer,24,8964
1246,54,Man,USA,3,Other,21,107437
1247,58,Man,USA,5,Research Scientist,23,218749
1248,22,Prefer not to say,China,4,Machine Learning Engineer,3,707
1249,25,Man,USA,4,Data Scientist,4,107598
1250,68,Man,USA,3,Software Engineer,8,41512
1251,47,Man,USA,4,DBA/Database Engineer,12,91447
1252,19,Man,China,1,Other,1,199
1253,48,Man,USA,4,Program/Project Manager,28,195314
1254,22,Man,China,3,Machine Learning Engineer,0.5,328
1255,54,Man,USA,5,Data Scientist,22,211162
1256,39,Man,Japan,2,Other,2,3690
1257,20,Man,China,4,Data Scientist,2,528
1258,49,Man,USA,5,Research Scientist,26,106
1259,54,Man,South Korea,5,Data Scientist,22,48902
1260,27,Man,Japan,0,Software Engineer,1,36294
1261,44,Man,Japan,3,Data Analyst,5,81195
1262,28,Prefer not to say,USA,4,Software Engineer,10,490551
1263,41,Man,USA,5,Data Scientist,6,195168
1264,23,Man,China,3,Business Analyst,3,19120
1265,47,Man,USA,4,Other,29,306282
1266,18,Man,USA,4,Research Scientist,4,55486
1267,24,Man,USA,4,Machine Learning Engineer,3,126470
1268,51,Man,USA,4,Data Scientist,24,182126
1269,33,Man,USA,4,Other,0.5,199203
1270,26,Man,Japan,4,Other,3,42180
1271,29,Man,China,4,Software Engineer,5,14466
1272,41,Man,China,4,Research Scientist,15,32923
1273,24,Man,USA,3,Data Engineer,8,107247
1274,51,Man,USA,5,Program/Project Manager,28,134825
1275,32,Nonbinary,USA,2,Product Manager,0,48886
1276,35,Man,USA,4,Other,3,330671
1277,55,Woman,USA,4,Research Scientist,29,80462
1278,33,Man,China,4,Data Scientist,2,74
1279,45,Man,China,3,Other,2,53030
1280,36,Woman,USA,4,Program/Project Manager,0.5,115214
1281,33,Man,USA,3,Machine Learning Engineer,17,130173
1282,37,Man,South Korea,5,Machine Learning Engineer,2,66100
1283,53,Man,USA,2,Software Engineer,15,138078
1284,28,Woman,Japan,4,Data Scientist,0.5,51801
1285,31,Man,Japan,4,Business Analyst,3,70629
1286,55,Woman,USA,2,Other,0,68655
1287,29,Man,China,3,Software Engineer,5,5263
1288,70,Man,USA,4,Data Analyst,1,224239
1289,49,Man,South Korea,2,Software Engineer,16,55302
1290,44,Woman,USA,5,Data Scientist,3,112158
1291,37,Man,USA,4,Software Engineer,18,136038
1292,51,Man,South Korea,4,Research Scientist,25,142958
1293,26,Man,Japan,5,Research Scientist,3,22434
1294,27,Man,China,3,Machine Learning Engineer,27,1099868
1295,68,Man,Japan,4,Research Scientist,23,61165
1296,55,Man,Japan,3,Program/Project Manager,3,4141
1297,26,Man,USA,3,Business Analyst,3,63484
1298,30,Man,USA,5,Research Scientist,2,19070
1299,61,Man,USA,4,Program/Project Manager,29,447567
1300,18,Woman,China,3,Software Engineer,3,915
1301,56,Man,South Korea,3,Program/Project Manager,18,5577
1302,34,Man,USA,3,Software Engineer,5,97919
1303,33,Man,USA,5,Research Scientist,9,171786
1304,29,Woman,USA,3,Data Scientist,0.5,221497
1305,31,Man,USA,4,Data Scientist,5,97152
1306,39,Man,USA,5,Data Scientist,17,183628
1307,39,Man,South Korea,4,Other,5,59651
1308,53,Man,South Korea,5,Data Analyst,23,87811
1309,27,Man,USA,4,Software Engineer,6,24361
1310,43,Man,Japan,4,Software Engineer,12,6000
1311,31,Woman,Japan,3,Program/Project Manager,0,54978
1312,42,Man,Japan,4,Other,5,695
1313,52,Man,USA,5,Research Scientist,3,245477
1314,67,Woman,USA,3,Other,28,145
1315,32,Man,Japan,4,Machine Learning Engineer,3,6432
1316,50,Prefer not to say,USA,5,Data Analyst,11,535
1317,39,Woman,USA,4,Data Engineer,7,131151
1318,25,Man,USA,5,Data Analyst,2,17752
1319,34,Man,China,3,Software Engineer,13,97969
1320,28,Man,USA,3,Data Scientist,6,144666
1321,40,Woman,USA,3,Data Analyst,0.5,43585
1322,30,Woman,USA,4,Data Analyst,3,60821
1323,64,Man,USA,3,Software Engineer,26,173276
1324,29,Man,South Korea,3,Machine Learning Engineer,2,123272
1325,24,Man,Japan,4,Other,3,45060
1326,24,Woman,USA,3,Software Engineer,5,98642
1327,26,Man,Japan,3,Machine Learning Engineer,8,50523
1328,29,Man,China,3,Data Analyst,3,2829
1329,37,Man,USA,4,Data Analyst,6,172124
1330,30,Man,Japan,5,Other,3,122025
1331,32,Man,USA,4,Other,2,76561
1332,46,Man,USA,5,Research Scientist,20,148975
1333,42,Man,USA,5,Other,2,51493
1334,70,Man,Japan,5,Research Scientist,6,91932
1335,34,Man,USA,4,Product Manager,0,100138
1336,36,Man,Japan,2,Other,0,120
1337,46,Man,USA,5,Research Scientist,10,38790
1338,58,Man,USA,4,Data Scientist,22,396045
1339,65,Man,USA,5,Statistician,24,732
1340,27,Man,USA,4,Data Scientist,3,87695
1341,28,Man,Japan,4,Data Scientist,7,58113
1342,48,Man,USA,3,Data Analyst,10,68480
1343,26,Man,USA,4,Data Scientist,0,680
1344,50,Man,China,5,Statistician,7,18413
1345,44,Man,USA,3,Developer Relations/Advocacy,13,82058
1346,33,Man,USA,4,Data Scientist,7,101674
1347,30,Man,Japan,4,Research Scientist,5,78699
1348,32,Man,Japan,4,Other,5,49741
1349,39,Man,Japan,4,Product Manager,8,58
1350,18,Prefer not to say,China,3,Software Engineer,3,900
1351,34,Man,USA,4,Data Analyst,3,99847
1352,33,Nonbinary,USA,3,Data Scientist,5,101302
1353,46,Man,USA,3,Software Engineer,26,104087
1354,27,Man,USA,4,Data Scientist,6,165381
1355,37,Nonbinary,Japan,5,Data Scientist,5,60164
1356,28,Man,USA,3,Machine Learning Engineer,9,137079
1357,38,Man,South Korea,5,Research Scientist,3,39004
1358,22,Man,China,4,Developer Relations/Advocacy,2,3410
1359,24,Man,Japan,4,Machine Learning Engineer,3,145
1360,43,Man,USA,4,Other,6,203797
1361,39,Man,USA,2,Other,3,60862
1362,42,Man,USA,5,Data Scientist,14,232107
1363,52,Man,USA,4,Software Engineer,21,164580
1364,46,Man,USA,4,Software Engineer,24,97839
1365,28,Man,USA,4,Other,3,209718
1366,28,Woman,USA,4,Business Analyst,4,8380
1367,56,Woman,USA,4,Business Analyst,23,88660
1368,31,Man,Japan,4,Data Scientist,1,58653
1369,27,Woman,USA,4,Data Analyst,2,50833
1370,24,Man,China,5,Machine Learning Engineer,1,45537
1371,57,Man,USA,4,Data Scientist,22,497981
1372,52,Man,USA,4,Software Engineer,14,119072
1373,31,Woman,USA,3,Data Scientist,0.5,28084
1374,34,Man,USA,4,Data Scientist,8,176204
1375,38,Woman,USA,3,Data Analyst,4,507
1376,40,Man,USA,4,Software Engineer,12,176761
1377,39,Man,Japan,4,Program/Project Manager,3,156244
1378,68,Man,USA,2,Software Engineer,17,54025
1379,43,Man,China,5,Data Scientist,17,2564
1380,62,Man,USA,5,Research Scientist,0.5,473569
1381,26,Man,USA,4,Research Scientist,9,192759
1382,37,Woman,USA,4,Data Analyst,9,52801
1383,34,Man,Japan,0,Software Engineer,3,26903
1384,70,Man,USA,4,Data Scientist,26,210258
1385,26,Man,USA,4,Product Manager,5,109321
1386,31,Man,USA,4,Data Scientist,4,116414
1387,46,Man,USA,5,Software Engineer,27,203755
1388,27,Man,China,4,Machine Learning Engineer,3,43533
1389,49,Man,South Korea,4,Data Scientist,13,1297
1390,44,Woman,Japan,1,Program/Project Manager,14,10558
1391,42,Man,Japan,4,Program/Project Manager,10,588
1392,28,Woman,USA,4,Data Engineer,1,813
1393,32,Man,USA,4,Business Analyst,1,38750
1394,42,Woman,USA,5,Data Scientist,9,106059
1395,31,Man,China,5,Research Scientist,5,38469
1396,36,Woman,USA,3,Other,0.5,55803
1397,34,Man,USA,4,Data Analyst,1,79717
1398,25,Woman,USA,5,Research Scientist,10,21726
1399,48,Man,Japan,4,Program/Project Manager,5,91520
1400,29,Man,Japan,3,Software Engineer,3,43468
1401,37,Man,Japan,4,Data Scientist,17,51120
1402,33,Man,USA,3,Other,5,172178
1403,22,Man,China,2,Data Analyst,2,82232
1404,28,Woman,USA,4,Other,0.5,12950
1405,22,Woman,USA,3,Research Scientist,0.5,41958
1406,51,Man,USA,3,Software Engineer,24,97575
1407,50,Man,Japan,5,Data Scientist,27,551
1408,44,Man,USA,3,DBA/Database Engineer,26,166504
1409,31,Man,China,4,Data Analyst,3,23390
1410,18,Man,China,4,Data Analyst,3,138
1411,49,Man,USA,4,Program/Project Manager,14,203371
1412,55,Man,USA,5,Research Scientist,29,269266
1413,47,Man,China,5,Other,0.5,44493
1414,45,Man,USA,4,Data Scientist,24,183085
1415,44,Man,USA,3,Software Engineer,27,160995
1416,53,Man,USA,4,Data Scientist,29,208475
1417,40,Man,USA,4,Data Engineer,9,147578
1418,28,Man,USA,3,Other,9,47130
1419,35,Man,USA,3,Data Engineer,1,118113
1420,47,Woman,USA,4,Software Engineer,4,120
1421,34,Man,USA,4,Machine Learning Engineer,14,1040164
1422,27,Man,Japan,4,Data Analyst,4,4102
1423,22,Prefer not to say,China,4,Machine Learning Engineer,6,562
1424,45,Man,USA,4,Business Analyst,0,82970
1425,32,Woman,USA,5,Other,3,90214
1426,51,Man,Japan,4,Machine Learning Engineer,29,69523
1427,26,Man,Japan,4,Software Engineer,1,96522
1428,55,Woman,USA,4,Business Analyst,4,71983
1429,44,Man,South Korea,4,Statistician,3,64670
1430,31,Man,USA,4,Data Analyst,4,82723
1431,22,Man,China,3,Data Analyst,0.5,10015
1432,35,Woman,USA,5,Other,0,66776
1433,42,Man,Japan,4,Business Analyst,6,91418
1434,53,Man,USA,4,Machine Learning Engineer,27,97796
1435,29,Man,China,4,Machine Learning Engineer,4,793
1436,41,Man,USA,4,Other,0.5,141593
1437,30,Man,China,4,Data Scientist,5,5212
1438,28,Man,Japan,3,Machine Learning Engineer,1,28234
1439,30,Man,South Korea,4,Software Engineer,5,6037
1440,49,Man,USA,4,Other,2,45320
1441,25,Man,China,5,Data Analyst,2,1817
1442,54,Man,USA,4,Product Manager,21,147744
1443,24,Man,China,4,Machine Learning Engineer,4,212873
1444,33,Man,USA,2,Software Engineer,5,65336
1445,29,Man,USA,4,Machine Learning Engineer,7,147614
1446,33,Man,China,3,Data Scientist,12,329
1447,48,Man,USA,4,Other,1,189019
1448,31,Man,USA,3,Statistician,19,74749
1449,48,Man,USA,4,Program/Project Manager,25,48229
1450,49,Man,Japan,4,Software Engineer,17,926
1451,55,Man,USA,4,Data Scientist,14,182936
1452,25,Man,Japan,2,Software Engineer,0.5,4194
1453,33,Man,China,4,Machine Learning Engineer,4,33883
1454,26,Man,USA,3,Data Scientist,6,108243
1455,39,Man,Japan,4,Other,0.5,934
1456,49,Man,USA,5,Other,0.5,71333
1457,24,Man,USA,4,Business Analyst,0.5,1343
1458,47,Man,USA,5,Other,5,292061
1459,36,Man,USA,4,Product Manager,1,219614
1460,29,Woman,South Korea,5,Data Scientist,3,203
1461,48,Woman,USA,2,Data Analyst,0.5,62177
1462,49,Man,USA,4,Data Scientist,2,131408
1463,21,Woman,South Korea,1,Data Scientist,0,592
1464,44,Woman,South Korea,5,Data Scientist,10,30782
1465,30,Man,USA,3,Other,4,54858
1466,70,Woman,USA,3,Data Scientist,12,111891
1467,33,Woman,USA,4,Data Engineer,8,139036
1468,28,Man,USA,3,Data Analyst,4,72586
1469,24,Man,USA,4,Data Scientist,3,82806
1470,58,Woman,USA,4,Other,19,62489
1471,57,Man,USA,3,Data Analyst,2,46180
1472,37,Man,USA,2,Product Manager,23,209937
1473,29,Man,Japan,4,Data Analyst,5,56195
1474,25,Man,Japan,3,Other,3,28730
1475,36,Man,USA,5,Other,12,180444
1476,35,Man,Japan,5,Software Engineer,29,86648
1477,41,Man,USA,5,Research Scientist,20,60417
1478,53,Man,USA,3,Data Scientist,27,251570
1479,26,Man,China,3,Data Analyst,3,30278
1480,31,Man,USA,4,Data Scientist,9,127667
1481,34,Man,USA,5,Data Scientist,4,110212
1482,59,Man,USA,5,Data Scientist,8,124281
1483,34,Man,South Korea,4,Machine Learning Engineer,4,570
1484,42,Man,USA,4,Other,19,188662
1485,60,Man,USA,5,Other,22,125281
1486,32,Man,USA,4,Business Analyst,2,67170
1487,28,Man,South Korea,4,Other,10,107612
1488,35,Man,USA,4,Machine Learning Engineer,7,330440
1489,30,Man,China,4,Business Analyst,3,1944
1490,50,Man,South Korea,3,Software Engineer,8,53734
1491,36,Man,USA,4,Data Engineer,16,98889
1492,41,Woman,USA,3,Software Engineer,26,65907
1493,22,Man,USA,3,Data Analyst,1,70645
1494,36,Man,Japan,4,Machine Learning Engineer,9,51285
1495,26,Man,China,4,Machine Learning Engineer,5,97485
1496,47,Man,Japan,4,Developer Relations/Advocacy,7,63979
1497,33,Man,USA,3,Program/Project Manager,0.5,180370
1498,56,Man,USA,4,Software Engineer,27,204441
1499,29,Man,USA,4,Data Scientist,9,118784
1500,29,Man,Japan,4,Other,3,2936
1501,31,Man,USA,4,Other,3,12748
1502,34,Man,South Korea,4,Research Scientist,16,71449
1503,24,Man,USA,4,Other,0.5,111273
1504,40,Man,USA,4,Software Engineer,11,99207
1505,34,Prefer not to say,Japan,5,Other,11,46413
1506,34,Man,Japan,4,Machine Learning Engineer,9,33281
1507,67,Prefer not to say,USA,4,Other,6,191945
1508,27,Man,China,2,Software Engineer,3,5877
1509,37,Man,USA,4,Data Scientist,27,221623
1510,26,Man,Japan,1,Software Engineer,2,321
1511,33,Man,Japan,4,Program/Project Manager,2,66468
1512,18,Man,China,3,Data Scientist,2,930
1513,22,Man,China,4,Data Engineer,0.5,6278
1514,53,Man,USA,4,Data Scientist,7,95603
1515,42,Man,USA,5,Software Engineer,4,309262
1516,50,Man,USA,2,Other,0.5,72206
1517,28,Woman,China,4,Software Engineer,4,13433
1518,44,Man,Japan,3,DBA/Database Engineer,0.5,56394
1519,70,Man,USA,4,Other,5,147775
1520,42,Man,South Korea,3,Software Engineer,20,104454
1521,28,Man,China,2,Other,0,11413
1522,38,Man,USA,4,Other,3,65736
1523,25,Woman,USA,4,Data Scientist,0.5,403
1524,53,Man,USA,3,Other,25,230359
1525,30,Man,Japan,5,Data Scientist,5,6137
1526,40,Woman,USA,4,Data Scientist,7,97848
1527,30,Man,China,0,Machine Learning Engineer,9,3866
1528,25,Man,USA,3,Other,0.5,13196
1529,45,Prefer not to say,Japan,4,Business Analyst,27,51831
1530,32,Man,USA,4,Software Engineer,5,72794
1531,28,Man,South Korea,3,Data Scientist,2,25203
1532,36,Man,South Korea,4,Data Analyst,0.5,44535
1533,35,Man,USA,5,Data Scientist,15,242478
1534,39,Man,USA,4,Data Analyst,20,274298
1535,52,Man,USA,5,Research Scientist,29,130075
1536,70,Man,USA,4,Product Manager,20,222005
1537,54,Man,USA,4,Other,3,62083
1538,41,Man,Japan,4,Product Manager,8,78602
1539,38,Man,USA,4,Data Scientist,6,154188
1540,48,Man,China,4,Software Engineer,28,68810
1541,28,Woman,China,4,Product Manager,0.5,9790
1542,22,Man,China,3,Machine Learning Engineer,1,954
1543,40,Man,USA,4,Data Analyst,4,108376
1544,54,Man,USA,5,Research Scientist,23,166811
1545,22,Man,USA,2,Machine Learning Engineer,8,112357
1546,49,Woman,USA,4,Business Analyst,0.5,141247
1547,36,Man,USA,5,Data Scientist,17,176088
1548,44,Man,Japan,1,Other,0.5,88614
1549,33,Man,USA,4,Data Scientist,5,208700
1550,55,Man,USA,4,DBA/Database Engineer,0,243789
1551,33,Man,Japan,5,Data Scientist,3,41219
1552,22,Woman,USA,3,Business Analyst,0,76161
1553,25,Man,Japan,2,Program/Project Manager,1,832
1554,60,Prefer not to say,USA,0,Research Scientist,26,267305
1555,30,Man,USA,4,Software Engineer,13,454
1556,39,Woman,USA,5,Business Analyst,3,99339
1557,36,Man,USA,4,Data Scientist,10,134801
1558,52,Man,Japan,0,Software Engineer,29,48827
1559,49,Man,South Korea,4,Program/Project Manager,9,4308
1560,48,Man,Japan,2,Data Analyst,7,63340
1561,29,Man,USA,4,Data Scientist,9,125182
1562,70,Man,USA,5,Software Engineer,29,158928
1563,50,Woman,USA,3,Other,0.5,270
1564,46,Woman,USA,4,Research Scientist,3,138731
1565,33,Man,China,2,Data Scientist,3,431
1566,37,Man,China,3,Other,0.5,237541
1567,26,Man,USA,3,Statistician,0,75800
1568,27,Man,Japan,4,Software Engineer,6,58936
1569,44,Man,China,0,Data Scientist,10,1208
1570,67,Man,USA,4,Data Analyst,5,61251
1571,39,Man,China,4,Machine Learning Engineer,13,8679
1572,59,Woman,Japan,5,Research Scientist,25,7809
1573,43,Man,USA,5,Data Scientist,12,260662
1574,31,Man,USA,5,Research Scientist,6,58903
1575,30,Man,China,5,Machine Learning Engineer,3,45899
1576,24,Man,Japan,2,Software Engineer,4,36352
1577,22,Man,USA,3,Data Analyst,0.5,91688
1578,40,Man,USA,4,Data Scientist,19,127822
1579,30,Man,USA,4,Data Analyst,10,72579
1580,37,Woman,USA,5,Data Scientist,3,77221
1581,25,Man,Japan,4,Data Analyst,0.5,5372
1582,38,Man,USA,4,Machine Learning Engineer,22,212630
1583,27,Man,USA,4,Product Manager,4,80782
1584,40,Prefer not to say,USA,3,Data Analyst,3,63701
1585,62,Man,USA,3,Program/Project Manager,28,438129
1586,50,Man,USA,3,Software Engineer,21,410
1587,27,Woman,USA,3,Other,1,48844
1588,29,Woman,Japan,3,Other,0.5,35266
1589,45,Man,South Korea,4,Research Scientist,26,770
1590,33,Man,China,5,Data Analyst,10,1769
1591,66,Man,Japan,3,Other,0,95210
1592,21,Man,South Korea,1,Data Engineer,3,29569
1593,34,Man,USA,4,Data Analyst,4,72595
1594,32,Man,China,3,Data Analyst,0,227
1595,22,Man,USA,3,Data Scientist,4,65320
1596,29,Man,USA,4,Business Analyst,4,131009
1597,64,Man,Japan,4,Machine Learning Engineer,22,49026
1598,40,Woman,USA,5,Research Scientist,20,115137
1599,38,Nonbinary,USA,4,Other,11,158076
1600,47,Man,Japan,3,Software Engineer,26,5564
1601,31,Woman,USA,4,Data Scientist,5,114187
1602,43,Man,China,1,Business Analyst,3,6355
1603,39,Man,USA,3,Machine Learning Engineer,7,182270
1604,34,Man,China,4,Data Scientist,7,52927
1605,41,Woman,China,5,Data Scientist,7,10859
1606,48,Man,Japan,4,Software Engineer,23,65035
1607,24,Man,China,4,Data Analyst,0.5,1720
1608,54,Man,USA,4,Other,0,103954
1609,28,Man,USA,4,Business Analyst,3,114623
1610,29,Man,Japan,4,Data Analyst,0.5,36314
1611,39,Man,Japan,2,Program/Project Manager,8,452
1612,40,Man,USA,4,Other,0,75339
1613,61,Man,USA,4,Software Engineer,22,141637
1614,43,Man,USA,4,Statistician,18,172386
1615,43,Man,Japan,5,Data Scientist,0.5,67851
1616,44,Woman,USA,3,Developer Relations/Advocacy,0.5,459
1617,44,Man,Japan,4,Research Scientist,2,121174
1618,57,Man,USA,2,Software Engineer,27,111
1619,38,Man,USA,4,Data Scientist,10,103647
1620,28,Man,South Korea,3,Data Engineer,2,31037
1621,38,Man,China,2,Business Analyst,0.5,890
1622,23,Man,Japan,3,Data Analyst,1,107069
1623,50,Woman,USA,4,Data Scientist,1,108556
1624,35,Man,USA,4,DBA/Database Engineer,2,122835
1625,47,Man,USA,3,Program/Project Manager,13,190069
1626,29,Man,Japan,3,Software Engineer,4,2328
1627,25,Man,China,5,Research Scientist,3,623
1628,47,Man,USA,4,Other,5,42805
1629,69,Man,USA,4,Data Analyst,13,80127
1630,35,Woman,USA,4,Other,0.5,57353
1631,28,Man,USA,4,Data Scientist,6,188187
1632,26,Man,Japan,4,Data Analyst,4,58822
1633,26,Woman,USA,0,Data Analyst,0.5,754
1634,30,Man,USA,4,Data Scientist,10,108335
1635,24,Man,USA,4,Machine Learning Engineer,10,99792
1636,31,Man,Japan,5,Research Scientist,5,41179
1637,58,Man,USA,4,Data Engineer,21,284034
1638,43,Man,USA,4,Business Analyst,0.5,73785
1639,27,Woman,USA,4,Software Engineer,6,84636
1640,53,Prefer not to say,Japan,4,Other,5,5707
1641,24,Woman,South Korea,3,Business Analyst,2,4110
1642,31,Man,USA,5,Data Scientist,11,129283
1643,39,Man,USA,4,Data Scientist,3,171941
1644,49,Woman,USA,3,Product Manager,0,9013
1645,41,Man,Japan,5,Research Scientist,22,72775
1646,35,Man,USA,5,Statistician,19,167418
1647,67,Man,Japan,3,Data Scientist,26,4987
1648,55,Man,Japan,4,Research Scientist,4,61095
1649,55,Man,USA,3,Other,0.5,72839
1650,26,Man,Japan,4,Research Scientist,5,51342
1651,44,Man,USA,5,Data Scientist,11,124124
1652,39,Man,South Korea,3,Other,1,85823
1653,31,Woman,USA,4,Program/Project Manager,5,124903
1654,24,Man,China,4,Machine Learning Engineer,5,74933
1655,29,Woman,USA,4,Data Scientist,6,171194
1656,26,Man,USA,4,Data Scientist,10,259
1657,22,Man,USA,3,Data Analyst,4,70623
1658,39,Man,Japan,0,Program/Project Manager,10,66744
1659,29,Man,USA,4,Business Analyst,0,2865
1660,52,Woman,USA,4,Data Analyst,5,95650
1661,30,Man,USA,4,Data Analyst,10,92566
1662,34,Man,USA,5,Machine Learning Engineer,1,154474
1663,43,Man,USA,4,Business Analyst,4,106169
1664,70,Man,USA,4,Other,12,28407
1665,44,Man,USA,4,Data Engineer,14,170605
1666,30,Man,USA,3,Other,3,75913
1667,48,Man,Japan,3,Software Engineer,18,56440
1668,39,Man,USA,4,Data Scientist,10,192746
1669,53,Prefer not to say,USA,5,Data Scientist,28,451
1670,47,Man,Japan,3,Software Engineer,10,365
1671,64,Man,USA,4,Program/Project Manager,20,118480
1672,37,Woman,USA,5,Other,20,95947
1673,21,Woman,South Korea,1,Machine Learning Engineer,0.5,4400
1674,38,Man,USA,5,Data Scientist,5,281909
1675,64,Man,USA,4,Other,20,119717
1676,30,Woman,USA,3,Business Analyst,0.5,121597
1677,33,Man,USA,4,Data Scientist,5,170793
1678,38,Man,USA,5,Research Scientist,9,122420
1679,42,Man,USA,4,Data Scientist,6,90006
1680,24,Woman,USA,4,Data Analyst,0.5,649
1681,29,Man,South Korea,4,Data Scientist,3,1934
1682,39,Man,China,3,Software Engineer,17,59122
